1777864605.532839 server started (26101): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1777864605.532857 on Linux 6.17.0-22-generic #22~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 26 15:25:54 UTC 2
1777864605.532862 using libevent 2.1.12-stable poll
1777864605.532865 using ncurses 6.4 20240113
1777864605.557292 cmd_find_best_session: 0 sessions to try
1777864605.557293 cmd_find_current_client: no target, return (nil)
1777864605.557294 cmd_find_best_session: 0 sessions to try
1777864605.557296 cmd_find_best_session: 0 sessions to try
1777864605.557298 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane -t = ; send-keys -M
1777864605.557300 cmd_find_best_session: 0 sessions to try
1777864605.557301 cmdq_next <global>: [bind-key/0x5a432deaa070] (0), flags 0
1777864605.557303 cmd_find_best_session: 0 sessions to try
1777864605.557306 cmd_find_current_client: no target, return (nil)
1777864605.557308 cmd_find_best_session: 0 sessions to try
1777864605.557309 cmd_find_current_client: no target, return (nil)
1777864605.557310 cmd_find_best_session: 0 sessions to try
1777864605.557311 cmd_find_best_session: 0 sessions to try
1777864605.557316 key_bindings_add: 0x10e07a MouseDrag1Pane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1777864605.557317 cmd_find_best_session: 0 sessions to try
1777864605.557319 cmdq_next <global>: [bind-key/0x5a432dea9e00] (0), flags 0
1777864605.557320 cmd_find_best_session: 0 sessions to try
1777864605.557321 cmd_find_current_client: no target, return (nil)
1777864605.557323 cmd_find_best_session: 0 sessions to try
1777864605.557324 cmd_find_current_client: no target, return (nil)
1777864605.557325 cmd_find_best_session: 0 sessions to try
1777864605.557326 cmd_find_best_session: 0 sessions to try
1777864605.557331 key_bindings_add: 0x10e0e6 WheelUpPane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1777864605.557332 cmd_find_best_session: 0 sessions to try
1777864605.557334 cmdq_next <global>: [bind-key/0x5a432deaa5c0] (0), flags 0
1777864605.557335 cmd_find_best_session: 0 sessions to try
1777864605.557336 cmd_find_current_client: no target, return (nil)
1777864605.557337 cmd_find_best_session: 0 sessions to try
1777864605.557339 cmd_find_current_client: no target, return (nil)
1777864605.557340 cmd_find_best_session: 0 sessions to try
1777864605.557341 cmd_find_best_session: 0 sessions to try
1777864605.557345 key_bindings_add: 0x10e014 MouseDown2Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1777864605.557347 cmd_find_best_session: 0 sessions to try
1777864605.557348 cmdq_next <global>: [bind-key/0x5a432de934b0] (0), flags 0
1777864605.557349 cmd_find_best_session: 0 sessions to try
1777864605.557351 cmd_find_current_client: no target, return (nil)
1777864605.557352 cmd_find_best_session: 0 sessions to try
1777864605.557353 cmd_find_current_client: no target, return (nil)
1777864605.557354 cmd_find_best_session: 0 sessions to try
1777864605.557356 cmd_find_best_session: 0 sessions to try
1777864605.557363 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1777864605.557365 cmd_find_best_session: 0 sessions to try
1777864605.557366 cmdq_next <global>: [bind-key/0x5a432deadaf0] (0), flags 0
1777864605.557368 cmd_find_best_session: 0 sessions to try
1777864605.557369 cmd_find_current_client: no target, return (nil)
1777864605.557370 cmd_find_best_session: 0 sessions to try
1777864605.557371 cmd_find_current_client: no target, return (nil)
1777864605.557373 cmd_find_best_session: 0 sessions to try
1777864605.557374 cmd_find_best_session: 0 sessions to try
1777864605.557381 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1777864605.557383 cmd_find_best_session: 0 sessions to try
1777864605.557384 cmdq_next <global>: [bind-key/0x5a432de928f0] (0), flags 0
1777864605.557386 cmd_find_best_session: 0 sessions to try
1777864605.557387 cmd_find_current_client: no target, return (nil)
1777864605.557388 cmd_find_best_session: 0 sessions to try
1777864605.557389 cmd_find_current_client: no target, return (nil)
1777864605.557391 cmd_find_best_session: 0 sessions to try
1777864605.557392 cmd_find_best_session: 0 sessions to try
1777864605.557394 key_bindings_add: 0x10e07f MouseDrag1Border = resize-pane -M
1777864605.557396 cmd_find_best_session: 0 sessions to try
1777864605.557397 cmdq_next <global>: [bind-key/0x5a432deabd60] (0), flags 0
1777864605.557398 cmd_find_best_session: 0 sessions to try
1777864605.557402 cmd_find_current_client: no target, return (nil)
1777864605.557403 cmd_find_best_session: 0 sessions to try
1777864605.557404 cmd_find_current_client: no target, return (nil)
1777864605.557405 cmd_find_best_session: 0 sessions to try
1777864605.557407 cmd_find_best_session: 0 sessions to try
1777864605.557409 key_bindings_add: 0x10e00f MouseDown1Status = select-window -t =
1777864605.557410 cmd_find_best_session: 0 sessions to try
1777864605.557412 cmdq_next <global>: [bind-key/0x5a432deae070] (0), flags 0
1777864605.557413 cmd_find_best_session: 0 sessions to try
1777864605.557415 cmd_find_current_client: no target, return (nil)
1777864605.557416 cmd_find_best_session: 0 sessions to try
1777864605.557417 cmd_find_current_client: no target, return (nil)
1777864605.557418 cmd_find_best_session: 0 sessions to try
1777864605.557419 cmd_find_best_session: 0 sessions to try
1777864605.557422 key_bindings_add: 0x10e0ed WheelDownStatus = next-window
1777864605.557423 cmd_find_best_session: 0 sessions to try
1777864605.557425 cmdq_next <global>: [bind-key/0x5a432deae1c0] (0), flags 0
1777864605.557426 cmd_find_best_session: 0 sessions to try
1777864605.557427 cmd_find_current_client: no target, return (nil)
1777864605.557428 cmd_find_best_session: 0 sessions to try
1777864605.557430 cmd_find_current_client: no target, return (nil)
1777864605.557431 cmd_find_best_session: 0 sessions to try
1777864605.557432 cmd_find_best_session: 0 sessions to try
1777864605.557435 key_bindings_add: 0x10e0e7 WheelUpStatus = previous-window
1777864605.557436 cmd_find_best_session: 0 sessions to try
1777864605.557438 cmdq_next <global>: [bind-key/0x5a432deae2c0] (0), flags 0
1777864605.557439 cmd_find_best_session: 0 sessions to try
1777864605.557440 cmd_find_current_client: no target, return (nil)
1777864605.557441 cmd_find_best_session: 0 sessions to try
1777864605.557442 cmd_find_current_client: no target, return (nil)
1777864605.557444 cmd_find_best_session: 0 sessions to try
1777864605.557445 cmd_find_best_session: 0 sessions to try
1777864605.557458 key_bindings_add: 0x10e01c MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1777864605.557460 cmd_find_best_session: 0 sessions to try
1777864605.557462 cmdq_next <global>: [bind-key/0x5a432deb02f0] (0), flags 0
1777864605.557463 cmd_find_best_session: 0 sessions to try
1777864605.557464 cmd_find_current_client: no target, return (nil)
1777864605.557465 cmd_find_best_session: 0 sessions to try
1777864605.557467 cmd_find_current_client: no target, return (nil)
1777864605.557468 cmd_find_best_session: 0 sessions to try
1777864605.557469 cmd_find_best_session: 0 sessions to try
1777864605.557480 key_bindings_add: 0x10000010e01c M-MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1777864605.557482 cmd_find_best_session: 0 sessions to try
1777864605.557483 cmdq_next <global>: [bind-key/0x5a432deb7280] (0), flags 0
1777864605.557485 cmd_find_best_session: 0 sessions to try
1777864605.557486 cmd_find_current_client: no target, return (nil)
1777864605.557487 cmd_find_best_session: 0 sessions to try
1777864605.557488 cmd_find_current_client: no target, return (nil)
1777864605.557490 cmd_find_best_session: 0 sessions to try
1777864605.557491 cmd_find_best_session: 0 sessions to try
1777864605.557508 key_bindings_add: 0x10e01b MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1777864605.557512 cmd_find_best_session: 0 sessions to try
1777864605.557514 cmdq_next <global>: [bind-key/0x5a432debc6f0] (0), flags 0
1777864605.557515 cmd_find_best_session: 0 sessions to try
1777864605.557517 cmd_find_current_client: no target, return (nil)
1777864605.557518 cmd_find_best_session: 0 sessions to try
1777864605.557519 cmd_find_current_client: no target, return (nil)
1777864605.557520 cmd_find_best_session: 0 sessions to try
1777864605.557521 cmd_find_best_session: 0 sessions to try
1777864605.557537 key_bindings_add: 0x10000010e01b M-MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1777864605.557539 cmd_find_best_session: 0 sessions to try
1777864605.557540 cmdq_next <global>: [bind-key/0x5a432de7ddf0] (0), flags 0
1777864605.557542 cmd_find_best_session: 0 sessions to try
1777864605.557543 cmd_find_current_client: no target, return (nil)
1777864605.557544 cmd_find_best_session: 0 sessions to try
1777864605.557545 cmd_find_current_client: no target, return (nil)
1777864605.557547 cmd_find_best_session: 0 sessions to try
1777864605.557548 cmd_find_best_session: 0 sessions to try
1777864605.557595 key_bindings_add: 0x10e01a MouseDown3Pane = if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1777864605.557597 cmd_find_best_session: 0 sessions to try
1777864605.557599 cmdq_next <global>: [bind-key/0x5a432dec4ec0] (0), flags 0
1777864605.557600 cmd_find_best_session: 0 sessions to try
1777864605.557601 cmd_find_current_client: no target, return (nil)
1777864605.557602 cmd_find_best_session: 0 sessions to try
1777864605.557604 cmd_find_current_client: no target, return (nil)
1777864605.557605 cmd_find_best_session: 0 sessions to try
1777864605.557606 cmd_find_best_session: 0 sessions to try
1777864605.557645 key_bindings_add: 0x10000010e01a M-MouseDown3Pane = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1777864605.557650 cmd_find_best_session: 0 sessions to try
1777864605.557652 cmdq_next <global>: [bind-key/0x5a432debe4b0] (0), flags 0
1777864605.557653 cmd_find_best_session: 0 sessions to try
1777864605.557654 cmd_find_current_client: no target, return (nil)
1777864605.557655 cmd_find_best_session: 0 sessions to try
1777864605.557657 cmd_find_current_client: no target, return (nil)
1777864605.557658 cmd_find_best_session: 0 sessions to try
1777864605.557659 cmd_find_best_session: 0 sessions to try
1777864605.557662 key_bindings_add: 0 C-Space = send-keys -X begin-selection
1777864605.557663 cmd_find_best_session: 0 sessions to try
1777864605.557665 cmdq_next <global>: [bind-key/0x5a432deb9780] (0), flags 0
1777864605.557666 cmd_find_best_session: 0 sessions to try
1777864605.557667 cmd_find_current_client: no target, return (nil)
1777864605.557668 cmd_find_best_session: 0 sessions to try
1777864605.557670 cmd_find_current_client: no target, return (nil)
1777864605.557671 cmd_find_best_session: 0 sessions to try
1777864605.557672 cmd_find_best_session: 0 sessions to try
1777864605.557675 key_bindings_add: 0x1 C-a = send-keys -X start-of-line
1777864605.557676 cmd_find_best_session: 0 sessions to try
1777864605.557678 cmdq_next <global>: [bind-key/0x5a432deb1a90] (0), flags 0
1777864605.557679 cmd_find_best_session: 0 sessions to try
1777864605.557680 cmd_find_current_client: no target, return (nil)
1777864605.557681 cmd_find_best_session: 0 sessions to try
1777864605.557682 cmd_find_current_client: no target, return (nil)
1777864605.557684 cmd_find_best_session: 0 sessions to try
1777864605.557685 cmd_find_best_session: 0 sessions to try
1777864605.557687 key_bindings_add: 0x3 C-c = send-keys -X cancel
1777864605.557688 cmd_find_best_session: 0 sessions to try
1777864605.557690 cmdq_next <global>: [bind-key/0x5a432deb94b0] (0), flags 0
1777864605.557691 cmd_find_best_session: 0 sessions to try
1777864605.557692 cmd_find_current_client: no target, return (nil)
1777864605.557694 cmd_find_best_session: 0 sessions to try
1777864605.557695 cmd_find_current_client: no target, return (nil)
1777864605.557696 cmd_find_best_session: 0 sessions to try
1777864605.557697 cmd_find_best_session: 0 sessions to try
1777864605.557699 key_bindings_add: 0x5 C-e = send-keys -X end-of-line
1777864605.557701 cmd_find_best_session: 0 sessions to try
1777864605.557702 cmdq_next <global>: [bind-key/0x5a432deb9330] (0), flags 0
1777864605.557703 cmd_find_best_session: 0 sessions to try
1777864605.557705 cmd_find_current_client: no target, return (nil)
1777864605.557706 cmd_find_best_session: 0 sessions to try
1777864605.557709 cmd_find_current_client: no target, return (nil)
1777864605.557710 cmd_find_best_session: 0 sessions to try
1777864605.557712 cmd_find_best_session: 0 sessions to try
1777864605.557714 key_bindings_add: 0x6 C-f = send-keys -X cursor-right
1777864605.557715 cmd_find_best_session: 0 sessions to try
1777864605.557717 cmdq_next <global>: [bind-key/0x5a432deb91f0] (0), flags 0
1777864605.557718 cmd_find_best_session: 0 sessions to try
1777864605.557719 cmd_find_current_client: no target, return (nil)
1777864605.557720 cmd_find_best_session: 0 sessions to try
1777864605.557721 cmd_find_current_client: no target, return (nil)
1777864605.557723 cmd_find_best_session: 0 sessions to try
1777864605.557724 cmd_find_best_session: 0 sessions to try
1777864605.557726 key_bindings_add: 0x2 C-b = send-keys -X cursor-left
1777864605.557727 cmd_find_best_session: 0 sessions to try
1777864605.557729 cmdq_next <global>: [bind-key/0x5a432dec7b20] (0), flags 0
1777864605.557730 cmd_find_best_session: 0 sessions to try
1777864605.557731 cmd_find_current_client: no target, return (nil)
1777864605.557732 cmd_find_best_session: 0 sessions to try
1777864605.557734 cmd_find_current_client: no target, return (nil)
1777864605.557735 cmd_find_best_session: 0 sessions to try
1777864605.557736 cmd_find_best_session: 0 sessions to try
1777864605.557738 key_bindings_add: 0x7 C-g = send-keys -X clear-selection
1777864605.557740 cmd_find_best_session: 0 sessions to try
1777864605.557741 cmdq_next <global>: [bind-key/0x5a432dec8fe0] (0), flags 0
1777864605.557742 cmd_find_best_session: 0 sessions to try
1777864605.557744 cmd_find_current_client: no target, return (nil)
1777864605.557745 cmd_find_best_session: 0 sessions to try
1777864605.557746 cmd_find_current_client: no target, return (nil)
1777864605.557747 cmd_find_best_session: 0 sessions to try
1777864605.557749 cmd_find_best_session: 0 sessions to try
1777864605.557752 key_bindings_add: 0xb C-k = send-keys -X copy-pipe-end-of-line-and-cancel
1777864605.557753 cmd_find_best_session: 0 sessions to try
1777864605.557754 cmdq_next <global>: [bind-key/0x5a432dec8a30] (0), flags 0
1777864605.557756 cmd_find_best_session: 0 sessions to try
1777864605.557757 cmd_find_current_client: no target, return (nil)
1777864605.557758 cmd_find_best_session: 0 sessions to try
1777864605.557759 cmd_find_current_client: no target, return (nil)
1777864605.557761 cmd_find_best_session: 0 sessions to try
1777864605.557762 cmd_find_best_session: 0 sessions to try
1777864605.557764 key_bindings_add: 0xe C-n = send-keys -X cursor-down
1777864605.557766 cmd_find_best_session: 0 sessions to try
1777864605.557767 cmdq_next <global>: [bind-key/0x5a432dec9320] (0), flags 0
1777864605.557768 cmd_find_best_session: 0 sessions to try
1777864605.557770 cmd_find_current_client: no target, return (nil)
1777864605.557771 cmd_find_best_session: 0 sessions to try
1777864605.557772 cmd_find_current_client: no target, return (nil)
1777864605.557773 cmd_find_best_session: 0 sessions to try
1777864605.557774 cmd_find_best_session: 0 sessions to try
1777864605.557777 key_bindings_add: 0x10 C-p = send-keys -X cursor-up
1777864605.557778 cmd_find_best_session: 0 sessions to try
1777864605.557779 cmdq_next <global>: [bind-key/0x5a432dec9cf0] (0), flags 0
1777864605.557781 cmd_find_best_session: 0 sessions to try
1777864605.557782 cmd_find_current_client: no target, return (nil)
1777864605.557783 cmd_find_best_session: 0 sessions to try
1777864605.557784 cmd_find_current_client: no target, return (nil)
1777864605.557786 cmd_find_best_session: 0 sessions to try
1777864605.557787 cmd_find_best_session: 0 sessions to try
1777864605.557792 key_bindings_add: 0x12 C-r = command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" }
1777864605.557793 cmd_find_best_session: 0 sessions to try
1777864605.557795 cmdq_next <global>: [bind-key/0x5a432dec9fa0] (0), flags 0
1777864605.557796 cmd_find_best_session: 0 sessions to try
1777864605.557797 cmd_find_current_client: no target, return (nil)
1777864605.557801 cmd_find_best_session: 0 sessions to try
1777864605.557802 cmd_find_current_client: no target, return (nil)
1777864605.557803 cmd_find_best_session: 0 sessions to try
1777864605.557804 cmd_find_best_session: 0 sessions to try
1777864605.557809 key_bindings_add: 0x13 C-s = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1777864605.557811 cmd_find_best_session: 0 sessions to try
1777864605.557812 cmdq_next <global>: [bind-key/0x5a432deca400] (0), flags 0
1777864605.557813 cmd_find_best_session: 0 sessions to try
1777864605.557815 cmd_find_current_client: no target, return (nil)
1777864605.557816 cmd_find_best_session: 0 sessions to try
1777864605.557817 cmd_find_current_client: no target, return (nil)
1777864605.557818 cmd_find_best_session: 0 sessions to try
1777864605.557819 cmd_find_best_session: 0 sessions to try
1777864605.557822 key_bindings_add: 0x16 C-v = send-keys -X page-down
1777864605.557823 cmd_find_best_session: 0 sessions to try
1777864605.557825 cmdq_next <global>: [bind-key/0x5a432deca560] (0), flags 0
1777864605.557826 cmd_find_best_session: 0 sessions to try
1777864605.557827 cmd_find_current_client: no target, return (nil)
1777864605.557828 cmd_find_best_session: 0 sessions to try
1777864605.557830 cmd_find_current_client: no target, return (nil)
1777864605.557831 cmd_find_best_session: 0 sessions to try
1777864605.557832 cmd_find_best_session: 0 sessions to try
1777864605.557834 key_bindings_add: 0x17 C-w = send-keys -X copy-pipe-and-cancel
1777864605.557836 cmd_find_best_session: 0 sessions to try
1777864605.557837 cmdq_next <global>: [bind-key/0x5a432decaf10] (0), flags 0
1777864605.557838 cmd_find_best_session: 0 sessions to try
1777864605.557840 cmd_find_current_client: no target, return (nil)
1777864605.557841 cmd_find_best_session: 0 sessions to try
1777864605.557842 cmd_find_current_client: no target, return (nil)
1777864605.557843 cmd_find_best_session: 0 sessions to try
1777864605.557844 cmd_find_best_session: 0 sessions to try
1777864605.557847 key_bindings_add: 0x1b Escape = send-keys -X cancel
1777864605.557848 cmd_find_best_session: 0 sessions to try
1777864605.557850 cmdq_next <global>: [bind-key/0x5a432decacf0] (0), flags 0
1777864605.557851 cmd_find_best_session: 0 sessions to try
1777864605.557852 cmd_find_current_client: no target, return (nil)
1777864605.557853 cmd_find_best_session: 0 sessions to try
1777864605.557854 cmd_find_current_client: no target, return (nil)
1777864605.557856 cmd_find_best_session: 0 sessions to try
1777864605.557857 cmd_find_best_session: 0 sessions to try
1777864605.557859 key_bindings_add: 0x20 Space = send-keys -X page-down
1777864605.557860 cmd_find_best_session: 0 sessions to try
1777864605.557862 cmdq_next <global>: [bind-key/0x5a432decb750] (0), flags 0
1777864605.557863 cmd_find_best_session: 0 sessions to try
1777864605.557864 cmd_find_current_client: no target, return (nil)
1777864605.557866 cmd_find_best_session: 0 sessions to try
1777864605.557867 cmd_find_current_client: no target, return (nil)
1777864605.557868 cmd_find_best_session: 0 sessions to try
1777864605.557869 cmd_find_best_session: 0 sessions to try
1777864605.557872 key_bindings_add: 0x2c , = send-keys -X jump-reverse
1777864605.557873 cmd_find_best_session: 0 sessions to try
1777864605.557874 cmdq_next <global>: [bind-key/0x5a432decb9d0] (0), flags 0
1777864605.557876 cmd_find_best_session: 0 sessions to try
1777864605.557877 cmd_find_current_client: no target, return (nil)
1777864605.557878 cmd_find_best_session: 0 sessions to try
1777864605.557879 cmd_find_current_client: no target, return (nil)
1777864605.557881 cmd_find_best_session: 0 sessions to try
1777864605.557882 cmd_find_best_session: 0 sessions to try
1777864605.557884 key_bindings_add: 0x3b ; = send-keys -X jump-again
1777864605.557885 cmd_find_best_session: 0 sessions to try
1777864605.557887 cmdq_next <global>: [bind-key/0x5a432decc080] (0), flags 0
1777864605.557888 cmd_find_best_session: 0 sessions to try
1777864605.557891 cmd_find_current_client: no target, return (nil)
1777864605.557893 cmd_find_best_session: 0 sessions to try
1777864605.557894 cmd_find_current_client: no target, return (nil)
1777864605.557895 cmd_find_best_session: 0 sessions to try
1777864605.557896 cmd_find_best_session: 0 sessions to try
1777864605.557900 key_bindings_add: 0x46 F = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1777864605.557901 cmd_find_best_session: 0 sessions to try
1777864605.557903 cmdq_next <global>: [bind-key/0x5a432decc900] (0), flags 0
1777864605.557904 cmd_find_best_session: 0 sessions to try
1777864605.557905 cmd_find_current_client: no target, return (nil)
1777864605.557906 cmd_find_best_session: 0 sessions to try
1777864605.557908 cmd_find_current_client: no target, return (nil)
1777864605.557909 cmd_find_best_session: 0 sessions to try
1777864605.557910 cmd_find_best_session: 0 sessions to try
1777864605.557912 key_bindings_add: 0x4e N = send-keys -X search-reverse
1777864605.557914 cmd_find_best_session: 0 sessions to try
1777864605.557915 cmdq_next <global>: [bind-key/0x5a432decce90] (0), flags 0
1777864605.557917 cmd_find_best_session: 0 sessions to try
1777864605.557918 cmd_find_current_client: no target, return (nil)
1777864605.557919 cmd_find_best_session: 0 sessions to try
1777864605.557920 cmd_find_current_client: no target, return (nil)
1777864605.557922 cmd_find_best_session: 0 sessions to try
1777864605.557923 cmd_find_best_session: 0 sessions to try
1777864605.557925 key_bindings_add: 0x50 P = send-keys -X toggle-position
1777864605.557926 cmd_find_best_session: 0 sessions to try
1777864605.557928 cmdq_next <global>: [bind-key/0x5a432decc7a0] (0), flags 0
1777864605.557929 cmd_find_best_session: 0 sessions to try
1777864605.557930 cmd_find_current_client: no target, return (nil)
1777864605.557931 cmd_find_best_session: 0 sessions to try
1777864605.557933 cmd_find_current_client: no target, return (nil)
1777864605.557934 cmd_find_best_session: 0 sessions to try
1777864605.557935 cmd_find_best_session: 0 sessions to try
1777864605.557937 key_bindings_add: 0x52 R = send-keys -X rectangle-toggle
1777864605.557939 cmd_find_best_session: 0 sessions to try
1777864605.557940 cmdq_next <global>: [bind-key/0x5a432deccfb0] (0), flags 0
1777864605.557941 cmd_find_best_session: 0 sessions to try
1777864605.557943 cmd_find_current_client: no target, return (nil)
1777864605.557944 cmd_find_best_session: 0 sessions to try
1777864605.557945 cmd_find_current_client: no target, return (nil)
1777864605.557946 cmd_find_best_session: 0 sessions to try
1777864605.557948 cmd_find_best_session: 0 sessions to try
1777864605.557951 key_bindings_add: 0x54 T = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1777864605.557953 cmd_find_best_session: 0 sessions to try
1777864605.557954 cmdq_next <global>: [bind-key/0x5a432decdc00] (0), flags 0
1777864605.557955 cmd_find_best_session: 0 sessions to try
1777864605.557957 cmd_find_current_client: no target, return (nil)
1777864605.557958 cmd_find_best_session: 0 sessions to try
1777864605.557959 cmd_find_current_client: no target, return (nil)
1777864605.557960 cmd_find_best_session: 0 sessions to try
1777864605.557963 cmd_find_best_session: 0 sessions to try
1777864605.557966 key_bindings_add: 0x58 X = send-keys -X set-mark
1777864605.557967 cmd_find_best_session: 0 sessions to try
1777864605.557969 cmdq_next <global>: [bind-key/0x5a432decdf30] (0), flags 0
1777864605.557970 cmd_find_best_session: 0 sessions to try
1777864605.557976 cmd_find_current_client: no target, return (nil)
1777864605.557978 cmd_find_best_session: 0 sessions to try
